"id","name","price","type","categories","X","Y","geometry"
"7CQX2McOfxe3lHAKBw_2rw","Los Altos Restaurant","$","fast casual","Mexican",-83.1199920854521,42.3146664759518,c(-83.1199920854521, 42.3146664759518)
"P6wxHO901YhCeWdoRndzaQ","Mi Pueblo Express","N/A","fast casual","Mexican",-83.1236690282822,42.3167670772208,c(-83.1236690282822, 42.3167670772208)
"6nryFmYFrSG4CsfKnRP03A","Family Treat","$","fast casual","Ice Cream & Frozen Yogurt/New American",-83.12564,42.30973,c(-83.12564, 42.30973)
"Oc5IjPyWE9dshSdRV8J2wQ","El Taco Veloz","$","fast casual","Mexican",-83.110047,42.318917,c(-83.110047, 42.318917)
"YCPkfVTUdPMVa3i81GokiQ","El Taquito","$","fast casual","Mexican/Food Stands",-83.10791,42.31676,c(-83.10791, 42.31676)
"_lw_B0fzSmeKgBId237Efg","Family Dollar","N/A","dollar store","Discount Store",-83.1193771362305,42.3691825866699,c(-83.1193771362305, 42.3691825866699)
"mNXYOO_1Ir5acbcJB8EOeA","Family Dollar","N/A","dollar store","",-83.0781326293945,42.3784675598145,c(-83.0781326293945, 42.3784675598145)
"2a7LN5HWc3pfALRDFVogaQ","Carhartt","$$","dollar store","Women's Clothing/Men's Clothing/Children's Clothing",-83.0698961019516,42.3625256286785,c(-83.0698961019516, 42.3625256286785)
"qpzqzIEo4KezHprD-OkGzg","Dollar Value","N/A","dollar store","",-83.2252121,42.3580017,c(-83.2252121, 42.3580017)
"vuP4LVbLLtlH2mfkNikPpA","Checkers","N/A","fast food","Burgers/Fast Food",-83.1066289544106,42.3161405938949,c(-83.1066289544106, 42.3161405938949)
"X5C_InLvl2PtR9gmWC1HSw","City Wings","$","fast food","Chicken Wings",-83.0804604,42.3673375,c(-83.0804604, 42.3673375)
"1McRF2wCBXrBmtmtxZCheA","McDonald's","$","fast food","Fast Food/Burgers/Coffee & Tea",-83.10593,42.3158,c(-83.10593, 42.3158)
"CfGbdyNWus-1NAGq_AksrA","Woodward Amco","N/A","gas station","Gas Stations",-83.0691986083984,42.3650856018066,c(-83.0691986083984, 42.3650856018066)
"61txCrBZVCHSFa7IOn4Wfg","Livernois I-96 Shell","N/A","gas station","Gas Stations",-83.1382217,42.368,c(-83.1382217, 42.368)
"P9lxzXkIUxxicYZVfJDcIA","Mobil","N/A","gas station","Gas Stations",-83.1391830444336,42.3692588806152,c(-83.1391830444336, 42.3692588806152)
"IFvSKXlyPAQNWi_kure7-A","Mobil","N/A","gas station","Gas Stations",-83.0534820556641,42.3616409301758,c(-83.0534820556641, 42.3616409301758)
"PkB0ZHG4JVeDrsnM6AJ8gw","General Motors Corporation","N/A","gas station","Car Dealers",-83.040646,42.32893,c(-83.040646, 42.32893)
"dF10m9ZwVWvQ9dbIfkGV1A","Fast Serve","N/A","gas station","Gas Stations",-83.0790863037109,42.352222442627,c(-83.0790863037109, 42.352222442627)
"cg6CiHL8dq6--13IdB0y5A","Harbortown Market","$$","grocery store","Specialty Food/Grocery",-83.010821,42.342532,c(-83.010821, 42.342532)
"Je4teeMjLtaKjazQ-dXKAA","Aztec Foods Grocery Store","N/A","grocery store","Grocery",-83.1059288978577,42.3099555820227,c(-83.1059288978577, 42.3099555820227)
"bUYvJY9sEeAk1AGIc9EuRQ","Save A Lot","$$","grocery store","Grocery/Discount Store",-83.0251168,42.3633289,c(-83.0251168, 42.3633289)
"Nwycov5KpBuTw1290TgAfw","Seasons Market & Cafe","N/A","grocery store","Cafes/Grocery/Fruits & Veggies",-83.06571,42.34906,c(-83.06571, 42.34906)
"6XRPjG8t1QwSqvBtDbqtig","Royal Banana","N/A","grocery store","Grocery/Fruits & Veggies",-83.11467,42.30045,c(-83.11467, 42.30045)
"F-0LTiL6KY9fPrIDkt2m7w","Taqueria Lupita's","$","restaurant","Mexican",-83.08538,42.32289,c(-83.08538, 42.32289)
"p6rJIrlZE3gQdDykAngnKw","El Catracho","$","restaurant","Honduran",-83.0974138254887,42.3192299605457,c(-83.0974138254887, 42.3192299605457)
"9LzuwVAOA75QKZMaGN1DOw","Los Corrales Restaurant","$","fast casual","Mexican",-83.1036997300594,42.3209108,c(-83.1036997300594, 42.3209108)
"fmcHbCeBsXEEdY4btGBcPg","Yum Village","$$","fast casual","Caribbean/African/Personal Chefs",-83.072277,42.369378,c(-83.072277, 42.369378)
"J7gXJsQRlP_esDiTih5hRQ","Family Dollar","N/A","dollar store","Discount Store",-83.01898,42.37145,c(-83.01898, 42.37145)
"FxkjDvZ-GB8iX96wpPfG5g","Chubby Panda","N/A","fast food","Fast Food/Pop-Up Restaurants/Sushi Bars",-83.0960445,42.3200214784761,c(-83.0960445, 42.3200214784761)
"7Gme_8oze5EAZGB2IajPVg","Burger King","$","fast food","Burgers/Fast Food",-83.108955819884,42.3153670878726,c(-83.108955819884, 42.3153670878726)
"LVe3idG6--0HSYA4822xuw","McDonald's","$","fast food","Fast Food/Burgers/Coffee & Tea",-83.0615161266178,42.352074241231,c(-83.0615161266178, 42.352074241231)
"H4hlGYs8A8DXblQrCOUtDA","Burger King","$","fast food","Burgers/Fast Food",-83.06147,42.32549,c(-83.06147, 42.32549)
"V4by95-R4Lx9Kgz4mjRrLQ","Bucharest Grill","$","fast food","Mediterranean/Fast Food/Middle Eastern",-83.0212648834069,42.3385927590295,c(-83.0212648834069, 42.3385927590295)
"QVcN7M8GiXUICGLwO2IZjQ","Checker Bar","$$","fast food","Bars/American/Burgers",-83.0440453129062,42.3312894359049,c(-83.0440453129062, 42.3312894359049)
"f3W3qc_HwnouJYYu22JRFQ","Zipcar","N/A","gas station","Car Rental/Car Share Services",-83.050337162981,42.3315091902026,c(-83.050337162981, 42.3315091902026)
"fC6yTPm4P2Gk02uAIbqxiA","Marathon","N/A","gas station","Gas Stations",-83.055066,42.360096,c(-83.055066, 42.360096)
"yNVpu-mFN9udYsrqsi0fNw","Firestone Complete Auto Care","N/A","gas station","Tires/Oil Change Stations/Auto Repair",-83.07065,42.331,c(-83.07065, 42.331)
"rQp6w6NXMiq5AurJq_zLeQ","Maurice's Hi Tech Automotive Services","N/A","gas station","Auto Repair/Tires/Oil Change Stations",-83.068946,42.365936,c(-83.068946, 42.365936)
"JPHbgM6khZ1E1h-cTzWI0A","Billie’s Towing","N/A","gas station","Towing/Roadside Assistance",-83.1487263785068,42.427051155181,c(-83.1487263785068, 42.427051155181)
"D34XWixGfbmutWXURMSGSA","Marty's Grocery","N/A","grocery store","Grocery",-83.2276306152344,42.3435096740723,c(-83.2276306152344, 42.3435096740723)
"KJINBWPUibqITeXsHxZpQQ","Saturn Super Foods","N/A","grocery store","Grocery",-83.2388535,42.357151,c(-83.2388535, 42.357151)
"NcDkDaHDUyEsPpgkFYWgTQ","Fair Line Food Centers","$","grocery store","Grocery",-83.20739,42.34379,c(-83.20739, 42.34379)
"HNN12BTyl6aeLQ1JvmXj5g","US Quality Foods Supermarket","N/A","grocery store","Grocery/Fruits & Veggies/Butcher",-83.1991806,42.359169,c(-83.1991806, 42.359169)
"hT7_8zw690M4l_TsR8MNxQ","Karbara Food Mart","N/A","grocery store","Grocery",-83.22091,42.34347,c(-83.22091, 42.34347)
"FrbnYUrfIaLZ8aatuTJ70g","Royal Fresh Market Deli","N/A","grocery store","Grocery",-83.2242366493,42.4026370446,c(-83.2242366493, 42.4026370446)
"PFPULYr3qsnS1GTK8OBARg","Seaway Market Place","N/A","grocery store","Grocery",-83.21963,42.365706,c(-83.21963, 42.365706)
"f2-JzH_SE10nS83yrOQK-A","Super Land Market","N/A","grocery store","Grocery",-83.2142181396484,42.3864517211914,c(-83.2142181396484, 42.3864517211914)
"r8ZpMkJ-f_AKN6qbbJWEgA","Americana Foods","N/A","grocery store","Grocery",-83.19269,42.37242,c(-83.19269, 42.37242)
"XBszafQZtlhRSiv9DCnwoA","Barakah Poultry","N/A","grocery store","Grocery/Seafood Markets/Meat Shops",-83.212566,42.34318,c(-83.212566, 42.34318)
"920qjIlYqx7XPFAh_q7KGQ","Ford Patio Bar & Grill","N/A","restaurant","Seafood/American/Sports Bars",-83.22055,42.32927,c(-83.22055, 42.32927)
"mJsrJ0urXYxfLfmwVxWzUw","Hawilo Grill","N/A","restaurant","Mediterranean/Barbeque/Halal",-83.19641,42.33954,c(-83.19641, 42.33954)
"28C2ONtU_VpmMA-uQUHhkw","Grille 39","$$","restaurant","American",-83.2179588894213,42.3312391329595,c(-83.2179588894213, 42.3312391329595)
"0Q2OMeaid-J7HqWQ_fww6A","Jaydees Soul Food","N/A","restaurant","Soul Food",-83.234445,42.371617,c(-83.234445, 42.371617)
"r_BUfMYV-SsGAXvaAtdoLg","Chili's","$$","restaurant","Bars/Tex-Mex/American",-83.219034,42.329669,c(-83.219034, 42.329669)
"6c_OTJQoF-k-4SxUGHfLug","Exotic Eats","N/A","fast casual","Wraps/Burgers/Sandwiches",-83.1966187705549,42.3430828,c(-83.1966187705549, 42.3430828)
"a1iqS6-gVC8VpcIsPeI-pA","Family Dollar","N/A","dollar store","",-83.23841,42.40909,c(-83.23841, 42.40909)
"CvL44mrpaQ3lN8gfAlli_Q","Family Dollar","N/A","dollar store","Discount Store",-83.2402778,42.3717551,c(-83.2402778, 42.3717551)
"qKphnCQohYI3Km_PU-MNew","Family Dollar Stores","N/A","dollar store","Department Stores",-83.27487,42.38687,c(-83.27487, 42.38687)
"x2NEU_5XdtcKGj6vq9X-7A","K N L Beauty Supply","$","dollar store","Cosmetics & Beauty Supply",-83.1595154,42.4019356,c(-83.1595154, 42.4019356)
"S9ee7klXY9R7pM1KMJW_cA","Wendy's","$","fast food","Burgers/Fast Food",-83.2196974664274,42.3294394083674,c(-83.2196974664274, 42.3294394083674)
"OzSYpR_EBwLwS6f9xm_Sgg","McDonald's","$","fast food","Fast Food/Burgers/Coffee & Tea",-83.217334,42.357349,c(-83.217334, 42.357349)
"vnrqEMVX6IAvUpmVEv2i_w","Pizza Place","$","fast food","Pizza/Chicken Wings",-83.2247937,42.3292232068524,c(-83.2247937, 42.3292232068524)
"0IY2ib9inBaTU0lEZyaITw","Marathon","N/A","gas station","Gas Stations",-83.24877,42.39207,c(-83.24877, 42.39207)
"rvBnrDxb0fSPQJxQPmT-CA","Al's Gas & Diesel","N/A","gas station","Gas Stations",-83.2555999755859,42.3861770629883,c(-83.2555999755859, 42.3861770629883)
"GjLnf1sSB0GJkbU7k9oD_Q","N & R Marketing","N/A","gas station","Gas Stations",-83.2362060546875,42.3859786987305,c(-83.2362060546875, 42.3859786987305)
"ReNIrUbFa0y-1vn-gH2U6g","Hatter Marathon","N/A","gas station","Towing",-83.1697006225586,42.401969909668,c(-83.1697006225586, 42.401969909668)
"O75ggZE92PySDea93zWgIw","Jaer Citgo Gas","N/A","gas station","Gas Stations",-83.2419891357422,42.3715705871582,c(-83.2419891357422, 42.3715705871582)
"y8UfAhRI92Zyi7SSUhmOsg","Zreik Petroleum","N/A","gas station","",-83.18674,42.38833,c(-83.18674, 42.38833)
"jprBHe5YAzk7o8khPeTJKA","La Luna Supermercado","N/A","grocery store","Grocery",-83.14017,42.335588,c(-83.14017, 42.335588)
"aGzPzOlSEiFzs0lG0_whnA","Food Farm Market","N/A","grocery store","Grocery",-83.1231515,42.3785921,c(-83.1231515, 42.3785921)
"Ybk3EjhcbKq8sHrkAS8daQ","Wayne State Farmers Market","$","grocery store","Farmers Market",-83.0675015598536,42.3573683202267,c(-83.0675015598536, 42.3573683202267)
"NcM6ASYzFMDN366FsuBTVw","Green Dot Stables","$","restaurant","Bars/New American",-83.071439609787,42.3218706734797,c(-83.071439609787, 42.3218706734797)
"bcog1tajg2C2u0co1RW1oQ","El Rey de Las Arepas","$","fast casual","Venezuelan",-83.1408182,42.3352964,c(-83.1408182, 42.3352964)
"HBcM64tIEaT-mtFjs19ItQ","Dollar General","N/A","dollar store","Discount Store/Grocery",-83.12668,42.39164,c(-83.12668, 42.39164)
"T-EUPPZqhFab9c1Z-JoQ9A","Family Dollar","$","dollar store","Discount Store",-83.17947,42.40514,c(-83.17947, 42.40514)
"WAagEMgxpCCO0CfWTeLtzQ","Condado Tacos","$$","fast food","Bars/Tacos",-83.0653745,42.3475527752223,c(-83.0653745, 42.3475527752223)
"Yu6SsnirTM0OmTpL362a7w","Detroit Institute of Bagels","$","fast food","Bagels/Coffee & Tea/Sandwiches",-83.088434,42.3487529003602,c(-83.088434, 42.3487529003602)
"FzVOJ02feSe1vdscd1E_zw","McDonald's","$","fast food","Burgers/Fast Food/Coffee & Tea",-83.1296027489816,42.3314630514427,c(-83.1296027489816, 42.3314630514427)
"GeuMdBE_zUIcB8GeRPj7-g","Linwood Petro Mart","N/A","gas station","Gas Stations",-83.1215134,42.3927689,c(-83.1215134, 42.3927689)
"jzE28Y5UONGduZSXvlDSRQ","Express One Towing","N/A","gas station","Towing",-83.1429061889648,42.3930282592773,c(-83.1429061889648, 42.3930282592773)
"GMByIeiTPVjN1bFCFA8wgA","La Carreta 2","N/A","grocery store","Grocery/Kitchen Supplies/Gift Shops",-83.1294,42.33092,c(-83.1294, 42.33092)
"upvCt9gyZ-148QsDWwYywA","Dino Liquor Shop","N/A","grocery store","Grocery",-83.1293106,42.3275719,c(-83.1293106, 42.3275719)
"mxkVqQrduVknX3kqkEvFRA","Target","N/A","grocery store","Grocery/Shopping Centers/Pop-Up Restaurants",-83.05153,42.33766,c(-83.05153, 42.33766)
"DY5fiAqmo_E0o9GDCPUVTg","Greenfield Super Market","$","grocery store","Grocery/Sandwiches/Meat Shops",-83.1997294,42.4088546,c(-83.1997294, 42.4088546)
"FLor13AaXUT6Z6Pw-rGr6w","8 Degrees Plato","$$","grocery store","Beer/ Wine & Spirits/Beer Bar",-83.06038766,42.3444794814923,c(-83.06038766, 42.3444794814923)
"bcpTLnLbpf711AuBxO_mLQ","Prime and Proper","$$$$","restaurant","Steakhouses",-83.0493105,42.3322879,c(-83.0493105, 42.3322879)
"unt1QKjz5ERL_c3RzbNnvQ","The Sleepy Potato","N/A","restaurant","Breakfast & Brunch/Burgers/Chicken Wings",-83.1396413822117,42.3839709863587,c(-83.1396413822117, 42.3839709863587)
"eUWReO2XurBrVVBblyw8tQ","Ash-Bar Detroit","N/A","restaurant","Juice Bars & Smoothies/American/Cocktail Bars",-83.0486181378365,42.3356938811162,c(-83.0486181378365, 42.3356938811162)
"T6Zl8NssV2qy8Vn9c9ueDQ","Bobcat Bonnie's","$$","restaurant","Gastropubs/Breakfast & Brunch/Cocktail Bars",-83.0707433,42.3315449,c(-83.0707433, 42.3315449)
"VOjmQVpCLjRlOkGtLDLFYQ","The Elephant Room","N/A","restaurant","American/Cocktail Bars",-83.04129,42.33242,c(-83.04129, 42.33242)
"lFANU-FD-KdAGknqR8NeJw","Las Cazuelas","$","fast casual","Mexican",-83.1195576042992,42.3305391784436,c(-83.1195576042992, 42.3305391784436)
"iGt8GudSXK96GoTnqBQzWA","Senor Lopez Mexican Restaurant","$","fast casual","Mexican",-83.1328812,42.3313789,c(-83.1328812, 42.3313789)
"k86Tt2WrXrewNwENK5dMpQ","Hibachi Me","N/A","fast casual","Food Trucks/Desserts",-83.1273936436939,42.3306207674006,c(-83.1273936436939, 42.3306207674006)
"2A_AyEF8il0XS7SqFGa6gg","Jordan's Family Restaurant","$","fast casual","Breakfast & Brunch/American",-83.1310959,42.330986,c(-83.1310959, 42.330986)
"F595EU6bnrL_r2VsABP3kQ","Tacos el Toro","$","fast casual","Food Stands",-83.12756,42.33063,c(-83.12756, 42.33063)
"oVbOOqaulDU5Mv2K0h_tRw","Asty Time Dominican Restaurant","N/A","fast casual","Dominican",-83.1378913,42.3367728,c(-83.1378913, 42.3367728)
"EecIsdmQaGCHhir6UwXGnA","Church's Chicken","N/A","fast food","Chicken Wings/Fast Food",-83.13162,42.33138,c(-83.13162, 42.33138)
"2LvBZWY2805djuFQ1XgU7w","McDonald's","$","fast food","Fast Food/Burgers/Coffee & Tea",-83.0809119343758,42.3678962778675,c(-83.0809119343758, 42.3678962778675)
"iwa6xSsNeY1NahhJjCy3xw","Slows To Go","$$","fast food","Barbeque/Caterers/Food Trucks",-83.063318,42.349553,c(-83.063318, 42.349553)
"5nzGxoT-VOaeWIzoFd_01w","Dairy Queen Store","N/A","fast food","Burgers/Fast Food/Ice Cream & Frozen Yogurt",-83.126089,42.330955,c(-83.126089, 42.330955)
"2_arAchX5g9VbUcUYLa5Qw","Bucharest Grill","$","fast food","Middle Eastern/Mediterranean/Fast Food",-83.0686691737126,42.3669674,c(-83.0686691737126, 42.3669674)
"XafYL20xnsFajz39GhuxlA","DTE Energy","N/A","gas station","Gas Stations",-83.1347757205367,42.3510822367739,c(-83.1347757205367, 42.3510822367739)
"vMAkk9hGj1bUlbvhZa52NQ","Basil's Party Store No 2","$","grocery store","Beer/ Wine & Spirits",-83.0844498,42.3465729,c(-83.0844498, 42.3465729)
"pf42lETv9ulLCpJ8n1mKLA","Temple and Trumbull Market","N/A","grocery store","Grocery",-83.070137,42.3378983,c(-83.070137, 42.3378983)
"g0P2AJZL-AReIQBGYZ2_pw","King Cole Foods","$$","grocery store","Grocery",-83.082534,42.382804,c(-83.082534, 42.382804)
"W8sLqrbS-ZxIuEuQbjAIrw","Slows Bar BQ","$$","restaurant","Barbeque/Beer Bar/American",-83.0759533597131,42.3315986974041,c(-83.0759533597131, 42.3315986974041)
"XNU8Im9LGzs7RT6gKdL_kw","Hygrade Deli","$","fast casual","Delis",-83.09401,42.33164,c(-83.09401, 42.33164)
"-FIq8Wuw7CU4a30-ykAJtw","Sicily's Pizzeria & Subs","$","fast casual","Pizza/Salad/Chicken Wings",-83.08766,42.32372,c(-83.08766, 42.32372)
"DuFQa_-drBCwMRGsMzMPsQ","Pie Sci","$$","fast casual","Pizza",-83.0800281465053,42.3539638448561,c(-83.0800281465053, 42.3539638448561)
"hX_7c1oxX6Zr7raT9iVaew","Dollar General","N/A","dollar store","Discount Store/Grocery",-83.001407,42.396833,c(-83.001407, 42.396833)
"d2TeKX0QOBk40BvZCRFphA","Tubby's","$","fast food","Sandwiches/Fast Food",-83.01458,42.34116,c(-83.01458, 42.34116)
"Zzb3BN38jIb1JuFD444XxA","White Castle","$","fast food","Fast Food/Burgers",-83.0717773,42.3682823,c(-83.0717773, 42.3682823)
"cu4fcy3QkbQzTyLC0IrS6w","McDonald's","$","fast food","Burgers/Fast Food/Coffee & Tea",-83.0465048,42.3513303460426,c(-83.0465048, 42.3513303460426)
"_TGS3hxfAQ3xxMtRPAH5SQ","Indian Village Market","$$","grocery store","Grocery",-82.9910278,42.3539963,c(-82.9910278, 42.3539963)
"8-SN1T9mDim6wZWc1TwNhA","University Village Market","$$","grocery store","Beer/ Wine & Spirits/Convenience Stores",-83.0697591,42.3524482,c(-83.0697591, 42.3524482)
"3vH9KuLxIfyPcBwIYa4_Cw","Plum Market","N/A","grocery store","Grocery/Beer/ Wine & Spirits",-83.0449475716721,42.331235975933,c(-83.0449475716721, 42.331235975933)
"hgPgyM0yPW0Md5PSawSfhA","Riverfront Grocery","$$","grocery store","Grocery",-83.056366,42.3245087,c(-83.056366, 42.3245087)
"NWJ2mZk2cFJ_mkaYw1kAxQ","Little Asia Mart","$$","grocery store","Grocery",-83.071597,42.355836,c(-83.071597, 42.355836)
"y0I5LPDsotYEu7JKztJvwg","CVS Pharmacy","$","grocery store","Drugstores/Pharmacy/Convenience Stores",-83.06015,42.35815,c(-83.06015, 42.35815)
"UZeOE5NlKYD-D2zQfdIQ0Q","7-Eleven","$","grocery store","Convenience Stores/Coffee & Tea",-83.0436399,42.331842,c(-83.0436399, 42.331842)
"7bhpcorU3CAd33KJefB0EQ","Mink","N/A","restaurant","Seafood/Wine Bars",-83.065869,42.329556,c(-83.065869, 42.329556)
"gkGheO6lTLUSafwMiotjgA","Hamilton's","N/A","restaurant","New American",-83.0653954,42.3310904555442,c(-83.0653954, 42.3310904555442)
"RvZGz_qp8JWfG27vI-TnBQ","Mercury Burger Bar","$$","restaurant","Burgers/Beer Bar",-83.0761372076567,42.3311573702812,c(-83.0761372076567, 42.3311573702812)
"EMTbwv0DI2QERgioIoblmw","The Yard at Corktown","N/A","restaurant","Bars/Tacos/Tabletop Games",-83.0649551,42.3311306,c(-83.0649551, 42.3311306)
"gwRDH8gr9Iu_mvMkaYAoVg","Folk","$$","restaurant","Cafes/Wine Bars/Caterers",-83.0658932654068,42.3295563920433,c(-83.0658932654068, 42.3295563920433)
"q2BSrIE_FQjQGtw6_N5C5Q","La Feria","$$","restaurant","Tapas Bars/Spanish",-83.062759,42.350197,c(-83.062759, 42.350197)
"X1Mf-kLUdzE6OBjDeh4SAg","Le Suprême","$$$","restaurant","French/Desserts/Cocktail Bars",-83.0513706443466,42.33355156362,c(-83.0513706443466, 42.33355156362)
"I-CjgKtXqZ6ccuDFg-czzg","Leila","N/A","restaurant","Lebanese",-83.049995,42.333249,c(-83.049995, 42.333249)
"BVtQKhG-A5spAPkveNeKqA","The Sugar House","$$","fast casual","Cocktail Bars/Wine Bars/Beer Bar",-83.075787,42.331636,c(-83.075787, 42.331636)
"dkWAWehulUpIiz2Jm5L5ig","7 Greens Detroit Salad","$$","fast casual","Salad",-83.0468246,42.3342537,c(-83.0468246, 42.3342537)
"JLkFKRX9UQbwOOWBhKqppQ","Detroit Loves Tacos","N/A","fast casual","Tacos",-83.0613693594933,42.3251896601304,c(-83.0613693594933, 42.3251896601304)
"eKKnB6e0l_66cM_rfU6Ang","Sheeba Express","$$","fast casual","Mediterranean/Juice Bars & Smoothies/Sandwiches",-83.06046,42.32539,c(-83.06046, 42.32539)
"kvG8Rsie9vE7lQqOvUxRrw","Honest John's Bar & Grill","$$","fast food","Pubs/Burgers/Breakfast & Brunch",-83.0639419555664,42.3479652404785,c(-83.0639419555664, 42.3479652404785)
"ew8mvzp_BagM2AUIzdCtiQ","Tommy's Detroit Bar & Grill","$","fast food","American/Bars",-83.053576,42.327681,c(-83.053576, 42.327681)
"a2pCtZlZDY9yOQbGCEKgwA","Detroit One Coney Island","$","fast food","American/Breakfast & Brunch/Fast Food",-83.056943,42.3457097,c(-83.056943, 42.3457097)
"c1iYWYrou_hSuHSXhlgX9w","Jimmy John's","$","fast food","Sandwiches/Delis/Fast Food",-83.0716088568319,42.3559769901601,c(-83.0716088568319, 42.3559769901601)
"eFB-ZId9NK-6p4uwyuAwiw","Jose's Tacos","$","fast food","Tacos",-83.04668,42.33554,c(-83.04668, 42.33554)
"7q9U7aJMrnghgH1FTSoo0A","The Potato Place","$","fast food","American/Ice Cream & Frozen Yogurt/Desserts",-83.066036,42.356045,c(-83.066036, 42.356045)
"Xh3rAxD6FGwQicSxJY3WEg","Subway","$","fast food","Sandwiches/Fast Food",-83.0697042625832,42.331125,c(-83.0697042625832, 42.331125)
"DY3PIwDskDu7oLKX3gXdSg","Wendy's","$","fast food","Fast Food/Burgers",-83.0060985595072,42.3457533,c(-83.0060985595072, 42.3457533)
"JbeFCVw4IkXK6pV6HA8O4Q","American Coney Island","$","fast food","Diners/Hot Dogs",-83.0486658781063,42.3315134330861,c(-83.0486658781063, 42.3315134330861)
"rCXDTg813CJGKw3dNJ2kCA","Wendy's","$","fast food","Fast Food/Burgers",-83.056792,42.352209,c(-83.056792, 42.352209)
"FoVelpTTnSGUgmiHVzOv9Q","Breakthrough Towing","N/A","gas station","Towing/Roadside Assistance/Tires",-83.06252,42.325103,c(-83.06252, 42.325103)
"6F9DcjOxcvpejhrBLhrn-Q","CVS Pharmacy","$$","grocery store","Drugstores/Pharmacy/Convenience Stores",-83.039548,42.32957,c(-83.039548, 42.32957)
"_Q737ZIx4izAH7eEqtuLoA","Athens Grocery & Bakery","N/A","grocery store","Grocery",-83.0421371,42.3352242,c(-83.0421371, 42.3352242)
"-yKxw7fdx_PeUJR_xLsUlw","Family Fair Marketplace","N/A","grocery store","Grocery",-83.0245894,42.3412456,c(-83.0245894, 42.3412456)
"4U4GNiJgT4laE9VHmodvJA","Marrow","$$$$","grocery store","New American/Butcher",-82.99882,42.35852,c(-82.99882, 42.35852)
"5Wg3Fcy7FzIrCoEr-xUaLw","Fairway Packing Co","$$$","grocery store","Meat Shops/Butcher",-83.04432,42.35029,c(-83.04432, 42.35029)
"91Cb_SqZAi_6zH5bXMVthA","Berry & Sons Islamic Slaughter House","$$","grocery store","Butcher/Meat Shops",-83.0368277564279,42.347009544276,c(-83.0368277564279, 42.347009544276)
"a16AxoJhcbcCYAAkUTRmgw","Saad Wholesale Meats","$$","grocery store","Meat Shops",-83.03833,42.34945,c(-83.03833, 42.34945)
"ERKzwBJNG3RYTxZ7c5Onlw","CVS Pharmacy","$$$$","grocery store","Drugstores/Pharmacy/Convenience Stores",-83.015352,42.340823,c(-83.015352, 42.340823)
"jDHPcMstUfhnbp-4dVm7YQ","SavannahBlue","$$","restaurant","New American/Soul Food/Cocktail Bars",-83.05233,42.3341913,c(-83.05233, 42.3341913)
"n_QyiAUeW8cVNfVvA3GpdQ","Vertical Detroit","$$$","restaurant","Wine Bars/New American/Steakhouses",-83.0471632705495,42.3363283086553,c(-83.0471632705495, 42.3363283086553)
"PWkqo_whZ0qhLTpLsi5xjw","Mootz Pizzeria + Bar","$$","restaurant","Pizza/Bars",-83.046689,42.334415,c(-83.046689, 42.334415)
"unpNAU7aIF11_VQvZXUOWg","The Apparatus Room","$$$","restaurant","New American/Cocktail Bars",-83.04851272487,42.3281585909956,c(-83.04851272487, 42.3281585909956)
"A7qhrIwaUgdwcLD44JY5XA","San Morello","$$$","restaurant","Italian",-83.04848,42.33439,c(-83.04848, 42.33439)
"FyEORWCcFAy3VCeixbU2VQ","Parc","$$$","restaurant","New American/Breakfast & Brunch/Wine Bars",-83.0468584,42.3314239,c(-83.0468584, 42.3314239)
"zPGV1RiIGryglyxlGk6Jzg","Kamper’s Rooftop Lounge","N/A","restaurant","Cocktail Bars/Tapas/Small Plates",-83.0516,42.3335,c(-83.0516, 42.3335)
"MBQF3y4zvK4rBFi-UXmQdQ","La Casa","$$","restaurant","New American/Cigar Bars/Lounges",-83.045996,42.336634,c(-83.045996, 42.336634)
"kgXy9XwRanK8mfOuxQP1gA","Besa","$$$","restaurant","New American/Seafood/Salad",-83.04533,42.33052,c(-83.04533, 42.33052)
"dwoSwJ1MkLjCgoy2adC1UQ","Downtown Louie's","$$","restaurant","American/Lounges/Cocktail Bars",-83.0501442892863,42.334879348718,c(-83.0501442892863, 42.334879348718)
"XMieCaQ9NofNrzSl9FsOqg","PAO Detroit","$$","restaurant","Asian Fusion/Pan Asian",-83.053046,42.336298,c(-83.053046, 42.336298)
"A_yrbQxH-SZ8wLm9NWkQPg","Highlands","$$$$","restaurant","New American/Bars/Steakhouses",-83.040452,42.329869,c(-83.040452, 42.329869)
"T7ogL8nw-Apzq4lkWq4_Pw","The Statler","$$$","restaurant","French/Brasseries",-83.0515889699742,42.3357982100814,c(-83.0515889699742, 42.3357982100814)
"15OGyKpAqgAJjlXIQUdpqQ","Firebird Tavern","$$","restaurant","New American/Sports Bars/Venues & Event Spaces",-83.0432849552254,42.3347082245001,c(-83.0432849552254, 42.3347082245001)
"A7cDI-TDvG8955Is3g1lyg","Experience Zuzu","N/A","restaurant","Sushi Bars/Lounges/Asian Fusion",-83.0456881109699,42.32951690495,c(-83.0456881109699, 42.32951690495)
"UB69uSqkwjTKMuGbWEqs5w","Basement Burger Bar","$$","restaurant","American/Burgers/Salad",-83.0441524,42.335437,c(-83.0441524, 42.335437)
"DyuNFX-RbclTBBJk9LUyTw","Cannelle Matt Knio","N/A","fast casual","Coffee & Tea/Bakeries/Sandwiches",-83.049523,42.333639,c(-83.049523, 42.333639)
