"id","name","price","type","categories","X","Y","geometry"
"tSol6Cjo0jPp_T2VDnY1qA","Yellow Light Coffee & Donuts","N/A","fast casual","Coffee & Tea/Donuts/Sandwiches",-82.943459,42.373561,c(-82.943459, 42.373561)
"XZyAllYZ3p9q-56_e_KOxg","Detriots Finest Coney Island","$","fast casual","New American/Sandwiches",-82.94881,42.37154,c(-82.94881, 42.37154)
"1gl6nLjD1q_qQYk8dXe11Q","The Detroit Pepper Company","N/A","fast casual","Juice Bars & Smoothies/Vegetarian/Caterers",-82.928186731438,42.4065036743042,c(-82.928186731438, 42.4065036743042)
"lW6SrtGAdE1-kCbCkLie0w","The Soul Food Shawarma Bistro","N/A","fast casual","Soul Food/Seafood/Mediterranean",-82.938895,42.403046,c(-82.938895, 42.403046)
"inUJshp0tzWB6LjkidSW1w","McDonald's","$","fast food","Burgers/Fast Food/Coffee & Tea",-82.9144614227925,42.4094646965886,c(-82.9144614227925, 42.4094646965886)
"HfPchgOrF1t1sGT7qrZVyw","White Castle","$","fast food","Burgers/Fast Food",-82.9399567,42.4147606,c(-82.9399567, 42.4147606)
"ypD7vIWuV4cUflMCyaiqnA","McDonald's","$","fast food","Coffee & Tea/Burgers/Fast Food",-82.9687698092857,42.3839776375597,c(-82.9687698092857, 42.3839776375597)
"MTZRm8igmtc0GV1AHbN81A","Papa's Coney Island","$","fast food","Fast Food/American/Breakfast & Brunch",-82.952102,42.434963,c(-82.952102, 42.434963)
"eg5XUwhQcNmnJV5EPWo_GA","Taco Bell","N/A","fast food","Fast Food/Mexican",-82.913347,42.411801,c(-82.913347, 42.411801)
"I6qw8Of17Qnn49KHnBlxPg","Dish","$$","fast food","American",-82.91369,42.41021,c(-82.91369, 42.41021)
"-Xz7KknwIJqwGdQF7OL1kQ","Glory Supermarket","$","grocery store","Grocery",-83.217512,42.42025,c(-83.217512, 42.42025)
"LfonlUN9oi6QUKoqPIqcsw","M & S Minimart","N/A","grocery store","Grocery",-83.26586,42.40047,c(-83.26586, 42.40047)
"lPEDkUo5Feg5HsjaYyrbzw","Liberty Food Center","$$","grocery store","Grocery",-83.1671,42.41688,c(-83.1671, 42.41688)
"qERY1Esz9ZH9p2lwzFBIuA","Maty's","$$","restaurant","Senegalese",-83.25543,42.41536,c(-83.25543, 42.41536)
"sUPyMKRowXDpESjkUubd9A","The Jamaican Pot","$$","restaurant","Caribbean/Soul Food",-83.1911912932992,42.4448482173436,c(-83.1911912932992, 42.4448482173436)
"qAc2eaaAFIAC7Cb8iXxKtQ","Lovelee Vibes Bar & Grill","N/A","restaurant","Sports Bars/Breakfast & Brunch",-83.244085,42.410832,c(-83.244085, 42.410832)
"A4QJ29pD2y36Hv0WvK7_sQ","Spud Headz","$","restaurant","Comfort Food",-83.2090799510479,42.4160191335234,c(-83.2090799510479, 42.4160191335234)
"jUUJPLDNzBmuT4DFX1taaQ","Scotty Simpson's Fish & Chips","$$","restaurant","Fish & Chips",-83.259355,42.400311,c(-83.259355, 42.400311)
"wOzDSvGal6Zp0Hh1Df-5Sw","Le Culture Cafe","$$","restaurant","Cafes/Breakfast & Brunch",-83.28615,42.44239,c(-83.28615, 42.44239)
"M07cagyauYeLh7rl04Duyg","Crab House","$$","restaurant","Barbeque/Seafood/Soul Food",-83.23714,42.42934,c(-83.23714, 42.42934)
"n_SyipregWRQ2NZaUfAKxA","Kalahari African Cuisine","N/A","restaurant","Senegalese",-83.23673,42.42935,c(-83.23673, 42.42935)
"u0iAwdI1BaxpwGinl2hffw","J's Cafe","$","restaurant","Cafes",-83.24732,42.4121,c(-83.24732, 42.4121)
"3MGTO3UlawFZXCv5CCWYfg","Plymouth Coney Island","$$","restaurant","American",-83.2452488656534,42.3720905414739,c(-83.2452488656534, 42.3720905414739)
"FSQb3qrgjdufnYZ9F5wh1w","Sonny's Hamburgers","$","fast casual","Burgers",-83.2369400560856,42.3862148076296,c(-83.2369400560856, 42.3862148076296)
"KmunEYjZeM4s5HQ0gJDMvA","Rosa","N/A","fast casual","Coffee & Tea/Cafes",-83.230064548552,42.4057488014514,c(-83.230064548552, 42.4057488014514)
"gqXFlKbs4NyKzUcuC_a3mw","Super Dollar Center","$","dollar store","Discount Store",-83.252753,42.443058,c(-83.252753, 42.443058)
"GqecrVBLz8jtn16nPjqpQg","Lee's Eat 'em up Cafe","N/A","fast food","Soul Food/Fast Food",-83.250459,42.386339,c(-83.250459, 42.386339)
"GW9_ntRL-mDwE-liTVSpoQ","Wendy's","N/A","fast food","Burgers/Fast Food",-83.21388167,42.399155,c(-83.21388167, 42.399155)
"ebQf8qnntMed5ulmA5EEGg","T & F Citgo Station","N/A","gas station","Gas Stations",-83.2183303833008,42.4302864074707,c(-83.2183303833008, 42.4302864074707)
"TQ_GDxZ5-u4bgPtFpUSjnA","M & Mini Mart","N/A","grocery store","Grocery",-83.2304382324219,42.3861083984375,c(-83.2304382324219, 42.3861083984375)
"SOf87VZCEC25jC5gurv2rg","Dollar General","N/A","grocery store","Discount Store/Grocery",-83.224256,42.40154,c(-83.224256, 42.40154)
"x6o1OrB9uikvYzGL1cXdxQ","Sherwood Food Distributors","N/A","grocery store","Meat Shops",-83.2398834228516,42.3780746459961,c(-83.2398834228516, 42.3780746459961)
"R8rjbnVh0s__2wTQB7uaBA","Chita's Nefertiti Bar","N/A","restaurant","Bars/New American",-83.2034434,42.3948689,c(-83.2034434, 42.3948689)
"flpMXV_1i4xE5ZCWYz3VOg","Bucharest Grill","$","fast casual","Middle Eastern/American",-83.14131,42.43659,c(-83.14131, 42.43659)
"mKVmZXfCcTo93yDw8GUOzA","Taco Bell","$","fast food","Fast Food/Mexican",-83.201017,42.415682,c(-83.201017, 42.415682)
"AfNeUW10WfP2FwRJWIQgNw","Meijer","$$","grocery store","Bakeries/Grocery/Department Stores",-83.1191252578342,42.4445645680481,c(-83.1191252578342, 42.4445645680481)
"n8nNSakPQYW7RHnFLh43KA","Supreme Food Center","N/A","grocery store","Grocery",-83.20481,42.38668,c(-83.20481, 42.38668)
"8Wb04BqtR3Btd22Y9d4fxA","Food Giant","N/A","grocery store","Grocery",-83.197395324707,42.3891944885254,c(-83.197395324707, 42.3891944885254)
"jTREAc4Cis0m2-zByeiefQ","Woodward Market","N/A","grocery store","Convenience Stores/Delis/Beer/ Wine & Spirits",-83.11712,42.43597,c(-83.11712, 42.43597)
"Hl27ILsm-EdR00HvQLZJOQ","Midwest Grille","N/A","restaurant","Soul Food/Chicken Wings/Seafood",-83.1289343,42.3906204,c(-83.1289343, 42.3906204)
"4an5RCFPLr5KZwW3liqXlA","Petty Cash","$$$","restaurant","Cocktail Bars/New American/Breakfast & Brunch",-83.14148,42.44109,c(-83.14148, 42.44109)
"E7C5Nl-mQto97FngzQe_Lg","Burger Grille","N/A","restaurant","American/Burgers/Sandwiches",-83.1989396,42.3867169094446,c(-83.1989396, 42.3867169094446)
"JkQ-hGG8Ds74Y6hOGgmKuQ","Err'Thang Smoked","N/A","restaurant","Barbeque/Chicken Wings/Sandwiches",-83.185394,42.4163094775984,c(-83.185394, 42.4163094775984)
"FosQChuidm1r8riY38mSlA","Lee's Texas Style Bar-B-Q","$$","restaurant","Barbeque",-83.1824417114258,42.4017486572266,c(-83.1824417114258, 42.4017486572266)
"ky1_uhaPOVBn8CCw2U3YVA","Dots xotic kitchen","N/A","restaurant","Food Delivery Services/Tacos/Burgers",-83.1487263785068,42.427051155181,c(-83.1487263785068, 42.427051155181)
"oCuSb7NGOYv_AdSyQ-1dxQ","Pequeno Cantina","$$","restaurant","Mexican/Cocktail Bars",-83.1418078632929,42.4339512688246,c(-83.1418078632929, 42.4339512688246)
"Yfrc1IfBAMS5pDlzvTUjzg","Sips On Six","N/A","restaurant","Dance Clubs/Seafood/Cocktail Bars",-83.1466132,42.4172649,c(-83.1466132, 42.4172649)
"LfXqLxXYQ5wq-7dlAPk3mg","Checkers","N/A","fast casual","Burgers/Fast Food",-83.1979405,42.373197114155,c(-83.1979405, 42.373197114155)
"pwA__WzEw6LzbmjKE-icHw","Metro Fresh Fish & Seafood","N/A","fast casual","Seafood/Fish & Chips/Sandwiches",-83.2221755981445,42.4026374816895,c(-83.2221755981445, 42.4026374816895)
"2CJJJ7KEsoLiKqqaUbyxBQ","Tubby's","$","fast casual","Sandwiches",-83.209499,42.3970021,c(-83.209499, 42.3970021)
"HCSXjmJCW0b4XZac9fhtvQ","Five Below","$","dollar store","Discount Store",-83.122387,42.444613,c(-83.122387, 42.444613)
"6rjDlUVPXBk3Skqq0ahHtg","Marshalls","$$","dollar store","Department Stores",-83.121245,42.444514,c(-83.121245, 42.444514)
"q7yY6UxFHPOh0pjj8d6Fkg","KFC","$","fast food","Chicken Wings/Fast Food/Chicken Shop",-83.2175227110624,42.4014851227131,c(-83.2175227110624, 42.4014851227131)
"5cd02Zp9i9afoW0LIEpvNg","44 Burrito","$","fast food","Mexican",-83.1850566667021,42.4449895300116,c(-83.1850566667021, 42.4449895300116)
"Xf6HOKmY6UU_KtI7lQFCgw","Wendy's","$","fast food","Burgers/Fast Food",-83.1883978343586,42.4305769884944,c(-83.1883978343586, 42.4305769884944)
"AxW774SZvTUe-_eu_FO9Ww","Burger King","$","fast food","Burgers/Fast Food",-83.200465691043,42.4306690334627,c(-83.200465691043, 42.4306690334627)
"k-OoEQ0B8cQ1hVEi74q3zw","Checkers","N/A","fast food","Fast Food/Burgers",-83.2157404284629,42.4000373186502,c(-83.2157404284629, 42.4000373186502)
"F-kN4hwdBUgOendxXSptow","CITGO","N/A","gas station","Gas Stations/Grocery",-83.1350114196539,42.4170483266622,c(-83.1350114196539, 42.4170483266622)
"0f79H7WREn14TkArNPWhbg","Food 4 Less","N/A","grocery store","Grocery",-83.1825103759766,42.3871879577637,c(-83.1825103759766, 42.3871879577637)
"Qv1d8z7gCU6myXU_Dr9xTQ","MIke's Fresh Market","$$","grocery store","Grocery",-83.1425357,42.4330588848354,c(-83.1425357, 42.4330588848354)
"RUY8QvrmNDp2GYp_c-4R8g","Larry's Market","N/A","grocery store","Grocery",-83.1864501535892,42.3873768746853,c(-83.1864501535892, 42.3873768746853)
"g6ZYLZP9-KhuOHeJX902WA","Banner Supermarket","$","grocery store","Grocery",-83.1776885986328,42.3943557739258,c(-83.1776885986328, 42.3943557739258)
"2Ot1zP88hMYL-4RCn012Nw","Tower Liquor Shoppe","N/A","grocery store","Grocery",-83.1686478,42.3809509,c(-83.1686478, 42.3809509)
"K5YajdRRkBuK0iPioSxXnA","Sweet Soul Bistro","$$","restaurant","Soul Food/Lounges",-83.1817197427154,42.416305764767,c(-83.1817197427154, 42.416305764767)
"FhPFk4t5wc1BTTJxcK8fgA","Club Celebrity","$","restaurant","Bars/Soul Food",-83.1858754,42.3726426809068,c(-83.1858754, 42.3726426809068)
"O5uom_e6N_zvuT0w8as6iA","Fred’s Crab Shack","$","restaurant","Restaurants",-83.1788385294998,42.3871365305546,c(-83.1788385294998, 42.3871365305546)
"5-VU2O6Z3Ey3VDIKr5BP1w","Rikshaw House","$$","restaurant","Chinese/Asian Fusion",-83.19857,42.3899199,c(-83.19857, 42.3899199)
"pUazo9hE74hzrU1NFKLs3Q","Asian Corned Beef","$","restaurant","Asian Fusion/Delis",-83.192956,42.430958,c(-83.192956, 42.430958)
"yH_AuCbBPWmXYPHe8OPjCg","McDonald's","$","fast casual","Burgers/Fast Food/Coffee & Tea",-83.1795123,42.3853705732488,c(-83.1795123, 42.3853705732488)
"Y98rkoJCMNfR3xwoZJACfg","Heavenly Chicken and Waffles","N/A","fast casual","Food Trucks/Waffles/Chicken Wings",-83.1674543,42.4164939096594,c(-83.1674543, 42.4164939096594)
"NWcNvnsDNcszVmg2gMa85g","White Castle","$","fast food","Fast Food/Burgers",-83.1599579,42.4037094,c(-83.1599579, 42.4037094)
"HPU228iTZU8FM8u-u6fzJQ","Taco Bell","$","fast food","Mexican/Fast Food",-83.139866,42.39151,c(-83.139866, 42.39151)
"42ckrbwNXBR17G7g4-9jzA","John R Gas & Mart","N/A","gas station","Gas Stations",-83.10313,42.446777,c(-83.10313, 42.446777)
"1BENxOYVYScwntm4pc_ffg","Eaton Market","N/A","grocery store","Grocery",-83.1449127,42.3982162,c(-83.1449127, 42.3982162)
"djES7OTmCknmDJaDV8DIFQ","Livernois Food Center","N/A","grocery store","Grocery",-83.1392136,42.3854179,c(-83.1392136, 42.3854179)
"h4KGnLWuuHD3El0dfg5OjQ","Bi-Rite Supermarket","N/A","grocery store","Grocery/Meat Shops/Beer/ Wine & Spirits",-83.1392540425945,42.3855714,c(-83.1392540425945, 42.3855714)
"EwRpWanHyDPCzZRZnAd3jw","Atlas Market","N/A","grocery store","Grocery",-83.122917175293,42.3921890258789,c(-83.122917175293, 42.3921890258789)
"zIqQplgJP3n4hpFFd4pilA","Empire Kitchen & Cocktails","$$","restaurant","New American/Bars/American",-83.056421214952,42.3455953380429,c(-83.056421214952, 42.3455953380429)
"ZRNBH-QdndvlPRqCEfCTow","Checkers","N/A","fast food","Burgers/Fast Food",-83.13936,42.39394,c(-83.13936, 42.39394)
"fxftSBVIj2DijBVDu4AwRg","Legend's Coney Island West","$","fast food","Fast Food/American",-83.1212006,42.3930511,c(-83.1212006, 42.3930511)
"WNUjcjBveO8t_RmeGpwYHw","Sunoco","N/A","gas station","Gas Stations",-83.044632,42.4474792,c(-83.044632, 42.4474792)
"lXI_ABTEyBB1WuckkPHUXA","Joe Randazzos Fruit & Vegetable Market","$","grocery store","Grocery/Fruits & Veggies",-83.016227722168,42.4365501403809,c(-83.016227722168, 42.4365501403809)
"hpwFigvSe1cvajaj4mK7fQ","Kenwood Liquor","N/A","grocery store","Grocery",-83.0828629,42.3848,c(-83.0828629, 42.3848)
"hf_lxHxDmueVmh4uwI8g_A","Bishr Poultry & Food Center","$","grocery store","Grocery/Halal/Meat Shops",-83.05693,42.40948,c(-83.05693, 42.40948)
"26yJza1o6q5InZg_ETRLBw","Sam's Market","N/A","grocery store","Grocery",-83.086586,42.3792305,c(-83.086586, 42.3792305)
"0R5FHrN8aYm95x3q6qxFuw","Kory's Market","N/A","grocery store","Grocery",-83.0813904,42.3771896,c(-83.0813904, 42.3771896)
"jrOLcxE672ohkm5Dtf7eVA","New Bangla Bazar","N/A","grocery store","Grocery",-83.057975769043,42.4109992980957,c(-83.057975769043, 42.4109992980957)
"FgmJ29dwcvc4tXhFLFeI3g","The Green Grocer","N/A","grocery store","Fruits & Veggies",-83.0796279907227,42.3964805603027,c(-83.0796279907227, 42.3964805603027)
"arfzUDVMMZPmFMquuj8_qw","Saeed's Food Mart","$","grocery store","Grocery/Fruits & Veggies",-83.0613071341821,42.4149573122408,c(-83.0613071341821, 42.4149573122408)
"DNpYMzWmbX0mAswcRqWIyg","See You Tomorrow","N/A","restaurant","Breakfast & Brunch/Salad/Sandwiches",-83.0751996,42.373968,c(-83.0751996, 42.373968)
"QjiScrrpktNME-EXhK7Gig","Supino Pizzeria","N/A","restaurant","Pizza/Bars",-83.0728591,42.3693032,c(-83.0728591, 42.3693032)
"czfITYPWwEDEMf-KZyFpPw","Ocean splash fish and chicken","N/A","fast casual","Fish & Chips/Chicken Shop",-83.07833433,42.37855333,c(-83.07833433, 42.37855333)
"s1EvatUyz12BoWVC3EbK2A","Promenade Artisan Foods","N/A","fast casual","Sandwiches/Bakeries/Cafes",-83.07739,42.369469,c(-83.07739, 42.369469)
"UkpUB1zXUU1P-bWiaVqtzQ","Black Coffee Cafe","N/A","fast casual","Coffee & Tea/Desserts",-83.08002,42.38563,c(-83.08002, 42.38563)
"Ly1IdVoz56sr48yWhTrAJA","Grandys Coney Island Restaurant","$","fast food","Fast Food",-83.06887,42.3858,c(-83.06887, 42.3858)
"RlUTgLcYzRIj66b_rxDRiw","Kit Kat Supermarket","$","grocery store","Grocery",-83.01756,42.38926,c(-83.01756, 42.38926)
"odUFHQEbV1Zw4qenKxGj_g","Capuchin Service Center","N/A","grocery store","Grocery/Fruits & Veggies",-83.031373,42.3780313371275,c(-83.031373, 42.3780313371275)
"MLpe7wFXQEXEpOcpqNo6AQ","King's Savings","N/A","grocery store","Grocery",-83.00388,42.38927,c(-83.00388, 42.38927)
"OqGIqwhGbu1FFq_90Y6grA","Chene Trombly Market","N/A","grocery store","Grocery",-83.042589,42.376982,c(-83.042589, 42.376982)
"l9vOFIYqfUsMLmYO--15bQ","Yemen Market","N/A","grocery store","Grocery",-83.04011,42.39041,c(-83.04011, 42.39041)
"Hh_eOCzQuVSBlGRBynGb-g","3 Brothers Auto Sales","N/A","gas station","Used Car Dealers",-83.0509652328786,42.4473719523093,c(-83.0509652328786, 42.4473719523093)
"FfO_FSMM2rdJkT9twhghFA","Wayne's Auto Service Center","N/A","gas station","Auto Repair/Towing",-83.03522,42.44713,c(-83.03522, 42.44713)
"Na_PD_Xb5ZIzTY_bpqeS-g","Middle Eats","N/A","restaurant","Sandwiches/Mediterranean/Caterers",-83.006795,42.393365,c(-83.006795, 42.393365)
"S4425OWYkTTqcZ8PceVcmg","Capers","$$","restaurant","Steakhouses",-82.97356,42.44052,c(-82.97356, 42.44052)
"U66KgSLJm7Riadqh4svLtQ","McDonald's","$","fast food","Coffee & Tea/Burgers/Fast Food",-83.0005428835283,42.3992835573252,c(-83.0005428835283, 42.3992835573252)
"s9j8qO3zyyy325Rq0lHZDw","Save A Lot","N/A","grocery store","Grocery/Discount Store",-82.972591,42.38714,c(-82.972591, 42.38714)
"FVtPbffkTy3ap0ziuVul7A","Dollar General","N/A","grocery store","Discount Store/Grocery",-82.97334,42.38684,c(-82.97334, 42.38684)
"pe3u348RowtQdtrAbZK19Q","Number One Chinese Restaurant","$","restaurant","Chinese",-82.9777607814818,42.3882261244433,c(-82.9777607814818, 42.3882261244433)
"MM-SIRx9JoFdoVY0RrC7bA","Wendy's","$","fast food","Fast Food/Burgers",-82.9733861738949,42.3879156576292,c(-82.9733861738949, 42.3879156576292)
"qUmWOX1osxZWLr1ppU_JDg","Subway","N/A","fast food","Sandwiches/Fast Food",-82.96755,42.37385,c(-82.96755, 42.37385)
"pPuEnFJrE_oNWL9vIBELWQ","Ahley Market","N/A","grocery store","Grocery",-82.9639282226562,42.4050903320312,c(-82.9639282226562, 42.4050903320312)
"ktp9-hnbf4t9vkxaeN3AxA","Mazen Foods","N/A","grocery store","Grocery",-82.9872122540147,42.4198150958201,c(-82.9872122540147, 42.4198150958201)
"-C787xxPkevspgIu7qxRlQ","ALDI","N/A","grocery store","Grocery/Fruits & Veggies/Organic Stores",-82.9703164100647,42.4487987460865,c(-82.9703164100647, 42.4487987460865)
"7T7d5OGDrGeURLjEaPDuIw","Yorkshire Food Market","N/A","grocery store","Grocery",-82.9264221191406,42.3935661315918,c(-82.9264221191406, 42.3935661315918)
"wN7n9KVivWlRZLNArfoHJg","Midnight Temple","N/A","restaurant","Indian/Cocktail Bars",-83.0381907,42.3463959,c(-83.0381907, 42.3463959)
"HsJBLE2Aml72c_mC_-SvPg","Bogart'z","$$","restaurant","Bars/American/Pizza",-82.91953,42.39894,c(-82.91953, 42.39894)
"pzX8MiEYddZE4JRvZsPo-w","El Loco Panda","N/A","restaurant","Mexican",-82.9484328597794,42.3875503934933,c(-82.9484328597794, 42.3875503934933)
"es9pydkjonOwApjvK3IgKQ","Cadieux Cafe","$$","fast casual","Belgian/Venues & Event Spaces/Burgers",-82.92639,42.40155,c(-82.92639, 42.40155)
"loPaqMh6pX9PWTyPnpFaJw","Applebee's Grill + Bar","N/A","fast casual","Burgers/American/Sports Bars",-83.04165,42.33051,c(-83.04165, 42.33051)
"pKZQBsL7uKj6GranEggqFg","Chicken Shack","N/A","fast food","Chicken Wings",-82.9498748779297,42.3866539001465,c(-82.9498748779297, 42.3866539001465)
"SPEOpYdGDBd3h2k_5RGkWQ","RED TOWN MARKET, INC -Assumed Name -Glory Supermarket Telegraph","N/A","grocery store","Grocery",-83.27744,42.42982,c(-83.27744, 42.42982)
"WqxC0U039e-GwdfCge0x5A","Duffy's Den","$$","restaurant","Sports Bars/American",-83.2854995727539,42.4145393371582,c(-83.2854995727539, 42.4145393371582)
"ZEUAVPf_T5Fg1PIgGY5h-Q","Views Bar & Grill","$$","restaurant","American/Sports Bars",-83.2785,42.42533,c(-83.2785, 42.42533)
"p5Os_3p-fCxMMavIdCADFQ","Sun China","$","restaurant","Chinese/Seafood",-83.277594,42.413699,c(-83.277594, 42.413699)
"VPk6EgZSMm90O_C6w9f0JQ","DeAngelo's Soul Food, Deli, & More","$$","restaurant","Soul Food/Delis",-83.27783203125,42.4187278747559,c(-83.27783203125, 42.4187278747559)
"0tsUJtIkH3bvLXofqaMJUg","Old Redford Kitchen & Cafe","$","restaurant","Cafes/Breakfast & Brunch",-83.25708,42.41606,c(-83.25708, 42.41606)
"hRKeNB0beDrjPhFeYi_57w","Motor City Coney Island","$","fast food","Fast Food/Food Delivery Services",-83.273819,42.42875,c(-83.273819, 42.42875)
"BunqNllROWmm9cFUOrx7QQ","DM African Market","N/A","grocery store","Grocery",-83.250994,42.415144,c(-83.250994, 42.415144)
"CfvvD0oCZFHwwMvWhaEnMw","Sweet Potato Sensations","$$","restaurant","Bakeries/Desserts/Sandwiches",-83.25789,42.41715,c(-83.25789, 42.41715)
"3I0VwBgW2WLEltwbEQIbzA","Honey's","N/A","restaurant","Salad/Burgers/Breakfast & Brunch",-83.24147,42.41034,c(-83.24147, 42.41034)
"3Jhm4DmzBP5K92VqwK6inw","Grub Detroit","N/A","restaurant","Burgers/Pizza/Fish & Chips",-83.2575606715772,42.4184187,c(-83.2575606715772, 42.4184187)
"pI78SwUhqKcC5o700k8C9g","Vik's coney Island","N/A","restaurant","Breakfast & Brunch/American/Sandwiches",-83.2523927675663,42.4151826,c(-83.2523927675663, 42.4151826)
"ZbyanL_LyTZGRZvct6c4qA","Island Spice Caribbean & American Restaurant","N/A","restaurant","Caribbean/American/Seafood",-83.220265,42.415748,c(-83.220265, 42.415748)
"ZBUSv35b4fUlr2frgia6Qw","Brightmoor Family Grille","N/A","restaurant","Southern/Soul Food/Caribbean",-83.264029,42.4000342,c(-83.264029, 42.4000342)
"ybuor3Z5MS-UnpLoVKmZfg","Original Wave's Inn","$$","restaurant","Seafood/Fish & Chips/Chicken Wings",-83.2421613112092,42.4104741205567,c(-83.2421613112092, 42.4104741205567)
"595-pTmx0drxpJz7qDcY8Q","Cheng's Garden Restaurant","N/A","restaurant","Chinese",-83.2203063,42.415378,c(-83.2203063, 42.415378)
"6cH-j10xZ95fHL7LrZNlag","Wendy's","$","fast casual","Burgers/Fast Food",-83.2603,42.41772,c(-83.2603, 42.41772)
"BzNvyuZTAboVExATIgVN-w","Bob's Pizza Palace","$$","fast casual","Pizza",-83.244808,42.429756,c(-83.244808, 42.429756)
"5NzDwOUxZJbbQ0gsknR5XA","Crazy Joe's Pizza","$","fast casual","Pizza",-83.2581711,42.4163772,c(-83.2581711, 42.4163772)
"_nWWAHTFKzLsriu8mJJFhg","White Castle","N/A","fast food","Burgers/Fast Food",-83.26225,42.41794,c(-83.26225, 42.41794)
"TL-ztleMMD2BwOoivEmYyg","Mini Mart Specialty Meats","$$","grocery store","Butcher",-83.2098092,42.415493,c(-83.2098092, 42.415493)
"_E77h5pvDwQYD4b4C7zfIw","Metro Groceries","N/A","grocery store","Grocery",-83.2219315,42.4157219,c(-83.2219315, 42.4157219)
"4NDF0Ut1Zxv9dui9e5FzXQ","Apollo Market","$","grocery store","Grocery",-83.241646,42.430516,c(-83.241646, 42.430516)
"3DpaDXWDty9XI-Pg9PwIdw","La Kabob Grill","$","restaurant","Juice Bars & Smoothies/Mediterranean/Salad",-83.224312,42.402167,c(-83.224312, 42.402167)
"kepsr0pfdUCDCUryiVO9Sw","Cajun Boiling Crab","N/A","restaurant","Cajun/Creole",-83.237243,42.414929,c(-83.237243, 42.414929)
"ZhjZgjTNFwYX4E8xXS7mZg","Church's Chicken","$","fast casual","Fast Food/Chicken Wings",-83.23656,42.4149,c(-83.23656, 42.4149)
"wr7-2B_KddfulqTG3SJw3Q","McDonald's","$","fast casual","Fast Food/Burgers/Coffee & Tea",-83.22174,42.401714,c(-83.22174, 42.401714)
"DFyJW57Iq0BCHXVGGeiOLQ","Royal Grill Restaurant","$","restaurant","American",-83.20529,42.41558,c(-83.20529, 42.41558)
"jheL2RvS7HtxLvCcxQKh-w","Als Soul Food","N/A","restaurant","Soul Food",-83.2172373266543,42.4204751644427,c(-83.2172373266543, 42.4204751644427)
"LA8IrTNQbVCDVR-obp5bIQ","Wild Wild West Wings","N/A","fast food","Chicken Wings/Fast Food",-83.19999,42.41567,c(-83.19999, 42.41567)
"-ZXwBcWPFoP9NdkZC_P7oA","McDonald's","$","fast food","Fast Food/Burgers/Coffee & Tea",-83.2003272324801,42.4163195764955,c(-83.2003272324801, 42.4163195764955)
"p4sWrgaodM7F-dOnK-IrgQ","Popeyes Louisiana Kitchen","$","fast food","Fast Food/Chicken Wings",-83.21672,42.40047,c(-83.21672, 42.40047)
"HCdFHSAXinbxndsWeQzYvA","Popeye's Famous Fried Chicken","$","fast food","Fast Food/Chicken Wings",-83.2499500300942,42.4432376692264,c(-83.2499500300942, 42.4432376692264)
"7RlcouF9o4zWVSshaxvKpw","Tropical Taste","$","grocery store","Grocery",-83.17765,42.41686,c(-83.17765, 42.41686)
"7BRNeTqnjThkrkagVOExRA","Mount Carmel Market","N/A","grocery store","Grocery",-83.17948,42.41748,c(-83.17948, 42.41748)
"gNYWR49h8sM-Bq-n-3JKlw","In & Out Food Store","N/A","grocery store","Grocery",-83.18793,42.41624,c(-83.18793, 42.41624)
"grMkzuoW1D0m052Vz0yJXA","Dollar General","N/A","grocery store","Grocery/Discount Store",-83.18137,42.40232,c(-83.18137, 42.40232)
"wZGQjy3bBvOxIvOZ0cybfg","Caribbean Citchen","$$","restaurant","Caribbean",-83.166015625,42.4170150756836,c(-83.166015625, 42.4170150756836)
"Es7x1hZMnVvEUf7_BzQpYg","L Georges Coney Island","$","restaurant","American",-83.180534362793,42.4163017272949,c(-83.180534362793, 42.4163017272949)
"uPkY-1uM8_dMm0uqIGD-KQ","T-Mo's BBQ Pit","N/A","restaurant","Smokehouse/Barbeque/Southern",-83.14516,42.4169,c(-83.14516, 42.4169)
"NbhUi8rqcT6R6haf7EDNUQ","Yoshi Hibachi Grille","N/A","restaurant","Japanese",-83.1883051463972,42.40165456666,c(-83.1883051463972, 42.40165456666)
"beWllxkk0A-UVsM4oF2CDg","Krunchy king","N/A","fast food","Fast Food/Chicken Wings/Fish & Chips",-83.17901,42.4091600334224,c(-83.17901, 42.4091600334224)
"H5WDC5Dckm202TIqhweFNA","Kuzzos Chicken & Waffles","$$","restaurant","Southern/Waffles/Chicken Shop",-83.14193,42.434132,c(-83.14193, 42.434132)
"bd3ZE5iuzSix0EpG-VGobg","Lou's Deli","$$","fast casual","Delis",-83.1528536312697,42.4172163629537,c(-83.1528536312697, 42.4172163629537)
"CJr_q0J61Or1MBwP_SR2aQ","McDonald's","$","fast casual","Fast Food/Burgers/Coffee & Tea",-83.141393,42.417415,c(-83.141393, 42.417415)
"uXbjs67HPjs_SHkSTnBkuA","RLB Towing and Recovery","N/A","gas station","Towing/Roadside Assistance",-83.145713,42.425243,c(-83.145713, 42.425243)
"DrivSY5qr5heH8JsThn8Uw","Fenwood Market","N/A","grocery store","Grocery",-83.1263874471188,42.4030201882124,c(-83.1263874471188, 42.4030201882124)
"RITPQWXU2JzzqMstyvq3MA","Dollar General","N/A","grocery store","Grocery/Discount Store",-83.143353,42.431317,c(-83.143353, 42.431317)
"70zEOA3dsFEwHs5IIFWiaQ","La Dolce Vita","$$","restaurant","Italian/Breakfast & Brunch",-83.106426,42.420273,c(-83.106426, 42.420273)
